Year,Name,Overview,Strengths,Weaknesses,Label
2017,Davis Webb,"System quarterback with more than 65 percent of his attempts coming inside of 10 yards. Webb has enough raw talent to be considered a developmental prospect, but his decision-making and accuracy issues beyond 10 yards is a big red flag that might be tough to overcome in the NFL.",Stands tall in the pocket with a high release point. Rhythm passer. Can drive it with accuracy between hashes when allowed to sling from a clean pocket. Shows patience to allow crossing routes to clear traffic. Expedites release with compact delivery when blitzed. Functional poise with blitz in his face. Slides to create cleaner platform to launch from when pocket gets noisy. Internal clock is operational. Has feel for when ball has been in his hands too long and will look to release it. Feet are good enough to operate in a boot-action passing attack. Completion percentage saw an uptick in the fourth quarter in 2016.,Robotic decision-making. Decision on where to go with ball seems predetermined despite coverages. Needs to get better at manipulating safeties with his eyes. Inconsistent velocity to sideline causes nose of ball to dip. Drive throws sometime sail. Has slow setup in pocket with excessive pre-release steps. Cornerbacks contest too many throws due to lack of anticipation. Timing passes must come out sooner. Plagued by accuracy issues and decision-making outside the numbers on both intermediate and deep throws. Five of his 12 interceptions in 2016 were along deep sidelines due to under-throws and failure to read safety help. Touch and placement are an issue when forced to leave the pocket. Not a factor as a scrambler.,Backup
2017,CJ Beathard,"Pro-style quarterback who dealt with nagging injuries to key pass catchers and himself in 2016. His 2015 tape was more impressive, but deep-ball accuracy issues, poor pocket awareness, and unnecessary hesitation as a passer shows up in both seasons. Beathard plays checkers with safeties rather than chess, which could always hinder his ability to attack down the field with success. Could be a career backup who finds himself in the action at some point down the road.","Played in pro-style passing attack, working under center and from shotgun. Capable and confident rolling out. Squares shoulders to deliver strikes. Completed 57 percent of his passes outside of the pocket at Iowa. Showed improved touch on short throws. Footwork and pocket mechanics look solid. Throws with some natural accuracy despite pedestrian completion percentage. Better tape in 2015 as he had to overcome injuries to key targets in 2016. Has the arm strength to throw the deep out without laboring. Trusts his line and keeps eyes downfield. Plays with relatively calm demeanor. Good feel and timing for screen game. Knee brace slowed him some during senior season, but he has ability to escape the heat. Team leader with ability to handle adversity. Won't take unnecessary chances.","Hesitation is a noticeable issue. Often late to pull trigger on throws toward the sideline, forcing receivers into boundary and out of the catch. Slow field scanner who tends to lock into a single side. Too much eye-balling and not enough manipulating. Poor feel for pocket pressure. Two-year sack total of 58 is too high in play-action attack. Anchors deep in pocket and rarely climbs pocket to safe harbor. Oblivious to backside pressure until it's too late. Needs more air under the long ball. Deep-ball accuracy has been terrible. Completed under 30 percent of throws beyond 20 yards in last two seasons at Iowa. Completed just 43 percent of throws beyond line of scrimmage to right sideline.",Backup
2017,Josh Dobbs,"Dobbs is hardly incompetent as a passer, but he hasn't shown as much growth with his ball placement and accuracy as scouts had hoped to see from this former four-star prospect. Dobbs has decent size and is an outstanding runner outside the pocket which could appeal to a team looking for a developmental quarterback with play-making ability.",Has the ball handling and release quickness to get the ball out early when challenged by sudden pressure. Able to get through progressions to the check down option. Throws a tight spiral with adequate drive velocity. Eye-catching deep pass accuracy (47.7 completion percentage) with 14 touchdowns on throws 21-plus yards. Displayed good mental toughness. Can make timely exits from the pocket and win with his feet against overzealous rushers who vacate their rush lanes. Has explosive ability as a runner. Offers a team packaged-play potential in short yardage situations.,Could use more weight on his frame. Below average delivery balance affects his accuracy and ball placement. Footwork is uneven and causes him to throw from unbalanced platform too often. Throwing motion causes him to push some throws. Floats the deep out allowing defenders to close out his passing windows. Decision making not where he needs it to be. Can't always get away from poor looks once he's made his mind up pre-snap. Threw nine interceptions on just 104 attempts beyond 10 yards this season.,Low End Starter
2017,Nathan Peterman,"Peterman's experience in a pro-style passing attack gives him a head start headed into the league. His physical attributes are just average, but his accuracy, composure and anticipation are what sets him apart from some of the more physically gifted quarterbacks in this year's draft. Peterman's tape is sure to catch the eye of at least a few teams in need of a quarterback and he should come off the board by day two with a chance to become a solid starting quarterback in the future.","Smooth, quick set-up in pocket. Grips the ball with big, 10-inch hands. Poised in pocket and takes the hit to deliver a completion. Will set-up, slide and then re-set before making his throw. Can cut it loose from off-balance angles from bootleg or play-action if he sees a winning option break open early. Full field reader. Works all the way through his progressions. Shoots glances at safeties to keep them in check. Strong natural accuracy. Able to throw receivers open and lead them away from danger. Can pinpoint passes to moving targets in his intermediate work. Has enough arm to work field side, intermediate throws. Great vision. Sees passing windows before they develop. Throws with outstanding timing and anticipation. Can put the ball on receivers' hands as soon as they come out of a break if coverage dictates it. Utilizes accuracy and anticipation to challenge windows on all three levels. Won at Clemson hanging five touchdown passes on their talented stop unit. Good escapability and can extend drives with his legs. Excellent deep ball accuracy completing 46.2 percent of his deep throws.","Inconsistent delivery base causes some throws to sail. Has instances where he short strides and is forced to muscle it to his target. Will float some throws on seams and dig routes. Will have to be mindful to drive the ball on pro level to avoid the ballhawks who are lurking at safety. Has to prove he has enough arm to challenge the same tight windows he did in college. Ball handling a little sluggish in wide receiver screens, hitches and most RPOs (run, pass option). Wants to play hero-ball at times. Needs to learn when to air-mail throw and move to next play rather than trying to get too cute with sideline throws. Can improve overall touch.",Backup
2017,Brad Kaaya,"Groomed to be a quarterback from an early age, Kaaya flashes the mechanics and intelligence of a player who has spent hours in quarterback camps. However, he can be too mechanical and thinks too much rather than just flowing and responding to what the field offers him. Kaaya could have used another year of college, but he has the tools and intangibles to become an NFL starter. While he can work around his average arm strength, he must improve his accuracy and anticipation if he is to make a mark in the NFL.",Three-year starter and pro-style pocket passer. Experienced and comfortable under center and in play-action offense. Has shown an ability to read the entire field when asked. Gets through progressions fairly quickly. Expedites release and throws to an area in front of the route when blitz is closing in. Always looking to throw past sticks on third down. Understands his arm limitations and rarely takes unnecessary chances throwing into space. Rhythm passer comfortable working in timing-based passing attack. Schooled on mechanics of the position since he was eight years old. Uses well-timed climbs and slides to maneuver away from pressure. Footwork is consistent and well-rehearsed. Ball stays tucked under his ear until he cuts it loose with relatively quick wrist flick. Throws on balance with easy delivery. Delivers feathery soft deep ball with good trajectory and ability to drop the nose of the ball into a bucket. Gets ball out early on field-side throws to mitigate lack of velocity.,"Accuracy and ball placement can be sketchy. Will rush throws and ""work early"" rather than throw with velocity into tight windows. Front side opens early, causing passes to sail. Consistently poor accuracy on intermediate work. Completed just 38 percent of his passes between 11-20 yards in 2016. Underthrows deep balls and fails to consistently hit crossers and slants in stride. Arm strength lags behind NFL norm. Throws hang in air or nose-dive prematurely when throwing field side. Rigid, mechanical approach as passer. Lacks arm talent and improvisational skills to create magic with off-balance throws on the move. Fails to see and exploit anticipatory throws between linebackers and safeties. Lacks mobility outside the pocket and will give into the pressure -- at times taking the sack rather than getting rid of the ball.",Backup
2017,Chad Kelly,"He's hardly a scouting favorite based on reputation and inconsistency, but Kelly has attributes that could make him an eventual starter in the league if his personal and football character are kept in check. Kelly's competitive nature and willingness to challenge defenses will lead to some hot-and-cold moments, but there is some talent to work with there.","Good arm talent. Will make ""wow"" throws, especially early in games. Has shown an ability to make bold, anticipatory throws over the deep middle. Over final two seasons at Ole Miss, saw 13.6% of his pass attempts go for 20-plus yards, a higher percentage than both Deshaun Watson and DeShone Kizer. Can alter release to account for sudden shifts and movements by defense or his own receivers. Poise is good enough. Will pump, slide, and re-set his feet to make accurate throws. Can set up and fire quickly from the pocket. When he sits down on throws, will use lower body to drive the ball through his targets. Gamer with a competitive streak that runs deep. Touch throws are in his repertoire when attacking area between linebackers and safeties. Looks comfortable in rollouts and boot-action throws. Completed 66.7 percent of his passes when on the move in 2016. Shuffles to safe spots inside the pocket and is able to scramble out of pressure and find targets. Willing runner with runs of 43 and 41 yards over last two seasons. Attacks the middle of the field with accuracy and throws consistent strikes to stationary targets.","Lacks desired size and willing to take way too many hits outside the pocket. Has worked almost exclusively from shotgun and pistol. Struggles to maintain early success after halftime defensive adjustments. Completed just 2-of-12 deep shots down the left sideline in 2016. Under-throws some deep balls when trying to pass with touch. Inconsistent air under the ball. Saw interception percentage skyrocket when throwing to left side of the field. Woeful on back-shoulder fades. When pressure heads his way, he tucks and scoots rather than stands and delivers. Has random bouts of inaccuracy on wide receiver screens and outs. Throws nose-dive on move throws. Inconsistent working through progressions. Fails to see wide-open receivers, opting instead to make his job harder. Mind appears to be racing at times. Needs to manipulate safeties with lingering glares. Considered a character concern by some scouts; kicked off Clemson team for ""detrimental conduct.""",Backup
2016,Jared Goff,"While Goff is a little leaner in the lower body than teams might like, he has good size, an NFL arm, advanced pocket mobility and the field demeanor of a franchise quarterback. His accuracy and decision making will suffer from occasional lapses, but he displays the tools to become a good starting quarterback with time.","Quality arm. Makes all the throws and can sling the deep out with velocity and accuracy. Clean release and snaps throws off with flick of the wrist. Drives hips through his release for extra heat. Pocket mobility and poise showed improvement from 2014 to 2015. Maintains proper footwork and readiness to throw as he slides inside the pocket. Speeds up internal clock when he feels pressure or recognizes blitz. Pocket climber. Able to run out of trouble rather than into it. Looks the part of a confident, first round quarterback when working from a clean pocket. Sells his play ­fakes with purpose and draws linebackers forward. Has learned to expedite his throws from off­-balance angles due to pocket pressure. Will throw receivers open in tight quarters. Has excellent trajectory and pillowy soft touch on touch throws down the field that give receivers a chance to make plays. Showed substantial growth with his willingness to attack intermediate areas of the field and did so with accuracy and relative success. Completed an impressive 43.8 percent of his deep throws. Competes on third and long seeking out first downs over check downs.","Hits a rough patch with accuracy from time to time. Sails throws over intended targets especially early in games. Has spots where he makes receivers work too hard on easy throws. Spent 99.8 percent of his pass snaps from pistol or shotgun this season. Will likely need to orient himself with NFL footwork from under center. Rhythm passer who benefited from the up­tempo and ""quick game"" of Cal's Bear Raid offense. Has to learn fine line between getting ball out and rushing throws. Able to escape pocket, but isn't a proven finisher when on the move. Fumbled the ball 24 times over the last three years losing 11. Sacked 81 times over three years. Internal clock and poise will need to be monitored closely. Several of his interceptions came when he failed to read zone defenders underneath drifting up to challenge the throw.",High End Starter
2016,Carson Wentz,"With a body type that is as prototypical as they come and a background in reading the entire field and working through progressions, Wentz will immediately check a couple of boxes that many college quarterbacks won't be able to check. While his arm strength is OK, he can still make all the throws and he can make them with accuracy. His ability to escape pressure and pick up first downs with his feet will be yet another check mark in his favor. Wentz is still in a developmental phase after just two years at an FBS program, but has the mental and physical building blocks of a future, franchise quarterback.","Tall with an athletic, proportional build that is made for the NFL position. Played in a pro-­style attack with plenty of snaps under center. Asked to make NFL throws and showed he could do it. Stands tall in the pocket and delivers with a relatively high release point. Keeps ball high and tight in the pocket and can uncork it quickly with tight, sharp release and little wasted motion. Throws catchable ball with tight spiral. Naturally accurate passer. Sees lurking linebackers underneath and throws receivers open to safest spot in the passing window. Able to change arm slots and still throw a strike. Has plus deep ball accuracy and touch. Calm in pocket and has no problems sitting in and taking a hit to complete a pass. Excelled in structured passing attack that required him to read the entire field. Has athleticism to escape pressure and hurt defenses with his legs. Already able to feel pressure on the edges and slide around in pocket without dropping his eyes. Adept in play-­action game at selling fakes and quickly finding safeties to help determine where to go with the ball. Intelligent with long list of academic achievements. Should be able to process and handle an NFL playbook quickly. Can play pitch and catch all day long against zone coverage.","When rolling out, will float it a little too much when taking shots down the field. Allows passing windows to close quickly when he short­ arms his release. Needs a little more consistency on anticipatory throws outside the hash. Will get caught locking in on target bringing secondary charging in to make a play on the ball. Inconsistent footwork from the pocket. Arm gets ahead of his feet even with time to come to balance. Needs to pick up pace of his post-­snap setup. Has to put a little extra air on his field-­side throws. Can be a little flat with his downfield, touch throws. Has to eliminate the occasional nonchalant throw into tight quarters. Doesn't look comfortable yet with bootleg rollouts to the left. Broke a bone in his throwing wrist in October sidelining him for eight weeks. Dealt with arm and shoulder injuries as a baseball player in high school. Lower level of competition could cause issues for him adapting to NFL speed.",High End Starter
2016,Paxton Lynch,"While the hype around ""dual threat"" quarterbacks has subsided, Lynch possesses the size and athleticism to make NFL teams take a second look. Unlike other size/speed quarterbacks like Vince Young and Colin Kaepernick, Lynch prefers to extend passing plays with his feet rather than bolting from the pocket, but he is still likely to make plenty of plays with his feet over the long haul. Lynch shows the ability to read defenses and make smart decisions, but not yet at an NFL starting level. While he has the physical tools to start right away, a team who is willing to allow him to sit and study his craft for a year could reap maximum rewards in the future.","Very tall, athletic body with ability to scan over the top. Elite foot quickness for a tall quarterback. Can maneuver quickly out of a busy pocket and away from trouble, but desires to keep passing option alive. Sets up in the pocket quickly and generally keeps feet ""throw ready"". More functional scrambler than ""tuck and run"" quarterback. Sacked just 15 times over 477 drop backs. Able to win with his feet when he needs to. Has a quick release to overcome his slight wind­-up. Has enough arm to drive the ball into restricted windows. Has enough arm to attack downfield while on the move. Makes good decisions. Rarely takes the cheese when cornerbacks try and bait him. Displays qualities of a field leader and isn't easy to rattle. Yards per attempt have exploded over his last two years. Can gain chunk yards as zone-read quarterback and will appeal to boot­-action teams. Will be challenging to defend in the red area. Took better care of the football cutting turnovers down from 16 last season to just four this year. Completed 54.6 percent on intermediate throws (11­20) and 44.9 percent on deep balls (21-plus yards) including 19 touchdowns and just two interceptions.","Needs to improve ball placement for catch­-and­-run throws. Inability to throw with desired accuracy on the move forced him to leave yards and plays on the field. Must learn to better anticipate routes and stay ahead in the rep. Doesn't quite have the quickness through progressions that he will need in the pros. Has to learn to move defenders around with his eyes to open throwing lanes. At times, crowds targets against the sideline. Needs to stop babying play-­action passes and cut them loose. Consistency of arm strength has been overstated. Inconsistent weight transfer in delivery forces him to muscle some throws. Perimeter throws lack velocity and will nose­dive on him. His ball comes out with wobble and isn’t always the most catchable. Touch throws over inside linebackers needs work.",Backup
2016,Jacoby Brissett,"With his size, arm and competitiveness, there are times when Brissett will remind you of Jameis Winston, but Winston understood the nuances of the position early in his college career while Brissett is still learning. Brissett’s overall ability as a passer is NFL-­caliber and he should continue to show rapid improvement on the next level with better weapons and protection. While an NFL staff will need to help him overcome his bad habits and learn to be more consistent with his pre­-snap recognitions, Brissett has the tools to become an NFL starter.","Big quarterback with an NFL arm. Has the frame and lower body strength to shake off a would­-be sack and extend the play. Possesses competitive spirit and football character needed to be an NFL quarterback. Has a fastball and changeup. Able to step and drive ball into tight windows with plus accuracy or put feathery soft touch on throws when needed. Plays in pro­-style scheme. Has experience under center and is comfortable in boot-­action pass attack. Makes good decisions reading combination routes. Generally accurate passer who excels in intermediate throws. Wolfpack offense features a menu full of challenging deep outs and field side throws, but he has the arm, timing and confidence to handle it. Makes anticipatory throws into developing windows without flinching. Able to bolt pocket and challenge defenses with his feet. Ran less in 2015, choosing to challenge defenses with his arm after extending plays outside the pocket. Has arm talent, strength and moxie to make winning plays with defenders draped on him and completed almost 60 percent of his passes when forced to throw on the move. Rose to the occasion against Florida State in 2014 and Clemson in 2015.",Downward trajectory from over­-the­-top delivery causes some throws to sink. Has been severely pressured over last two seasons and developed bad habits because of it. Will drop eyes when he feels pressure and throws off his back foot as tools of survival. Occasionally muscles a back­foot throw despite having time to step and drive the ball. Still learning to calm feet and deliver rather than bail when defender is closing in. Carries ball low and away from body when scrambling. Has moments where he is oblivious to pre­-snap tells that blitz is coming off the edge. Needs to transition from always trying to fight through sacks to getting rid of the ball more quickly. Struggles with deep ball accuracy completing just 23.1 percent on attempts of 21-plus yards. Had several overthrows when tasked with deep throws down sideline versus man coverage. Failed to recognize receivers running wide open down the seam. Gets locked in on a pre­-snap plan and has issues altering his itinerary quickly.,Low End Starter
2016,Cody Kessler,"Can orchestrate an offense with confidence and accuracy when operating from a clean pocket, but doesn't appear to have the mentality of a player willing to take the risks necessary to strike with big plays often enough on the pro level. Kessler has moments where it is easy to like him on tape, but the traits and tape look more like those of a good, career backup than playoff starter.","Baseline accuracy is pro quality. Never had a completion percentage lower than 65 percent as a three-­year starter. Will take what the defense gives them and keep the chains moving. Able to play ""backyard catch"" with open receivers underneath if defenses let him. Delivered from the pocket with a 70.4 completion percentage rate. Adequate arm strength. Good general sense of running an offense. Gets through progressions quickly. Has pocket feel with ability to climb the pocket to throw or escape from side doors when necessary.","Just a shade over 6-foot-1, which is smaller than teams like. Below average move accuracy as a passer. Ability to hit targets with catchable throws falls off the table when forced to scramble. Doesn't show poise or arm strength for deep routes needing additional time to develop. Footwork unsettled by perceived pocket pressure. Tends to hesitate over anticipating and trusting his arm. Low-risk, low-reward approach. Rarely makes the ""wow"" throws with velocity or touch. Feet look jittery when moving from read to read.",Backup
2016,Connor Cook,"As a four-year starter, Cook has the big game experience and the production from a pro-­style attack that should warrant early consideration.The concern is that his short and intermediate accuracy has never shown the improvement and consistency that scouts expected to see. His inability to take over in big games this year could hurt his cause. Cook flashes the potential of an NFL starter, but he has the makeup of game manager over playmaker.","Four-year starter who has shown consistent improvement and added new elements to his game each year. Can operate with a high level of confidence and efficiency. Worked under center and plays with good foot quickness in his drops. Shows good anticipation for developing windows and effective with timing routes. Will continue to scan and re-­scan thru targets when on the move. Reads safeties early and rarely takes shots downfield that safeties can get involved with. Comfortable operating on the move. Throws in rhythm and with accuracy when rolling right. Plus arm strength with compact, lightning quick release. Able to make big boy throws with pace into difficult, dangerous windows. Will stand in and take the hit to challenge man defender with a deep shot. Attacks edges of end zone with touch throws. Didn't shrink away from duties when asked to run the ball. More battle tested than any quarterback in this draft.","Habit of throwing short passes with too much pepper. Accuracy is a major concern. Often caught flat- footed in the pocket and appears willing to launch throws without proper balance or step to target. Open front hip causes him to spray outside frame of his intended target. Sees throws come open but won't always cut it loose. Can struggle mightily when forced off of his first option. Misses opportunities to adjust protection pre-­snap. Gets locked in on shotgun snap and misses signs of blitzers sneaking forward. First instinct versus blitz is to go up top rather than finding easier, short completion. Gives little effort to sell play­ fakes even on run downs. Scouts question his field demeanor and leadership in adverse times. Failed to rise to the occasion in 2015 Big Ten Championship Game or playoff game against Alabama.",Backup
2016,Dak Prescott,"Hard to find an NFL comp for Prescott because he's built like Donovan McNabb, but lacks McNabb's ability and polish. Prescott has NFL size, mobility and enough arm, but the tape shows a player who must improve his mechanics, poise and quickness through his progressions if he is to become a full­-time starter in the NFL. There are absolutely draftable traits and upside, but he will need extended work to smooth out his flaws. Until then, a team would be wise to utilize him on short-yardage packages.","Thick, muscular frame. Has proven over last three seasons that he can withstand a pounding. Has enough natural arm strength and hip snap to fit throws into an NFL window. Stands tall and delivers a tight spiral with over-­the­-top delivery. Very little wind­up and gets ball out with the flick of a wrist. When pocket is clean, can deliver accurate strikes around the field. Played with improved vision and care for football this season and eliminated many of the ill-­fated throws that turned into interceptions in 2014. Still a work in progress, but continues to show a level of growth as a passer. Threat with his legs, scoring 37 rushing touchdowns over last three seasons and had 94 rushes of ten yards or more during that time. Can be used as goal-­line rushing option. Willing to extend plays outside of pocket with legs but look to finish the play with his arm. Mentally tough enough to carry a heavy offensive burden for the Bulldogs over last three years. When protected better in 2014, showed an ability to challenge deep and strike with accuracy and touch.","Beat up this year thanks to poor protection. When he wasn't being sacked, he was being hit hard. Not as competitive a rusher in 2015. Sacks and usage in run game might be taking a toll. Increase in short pass attempts from 86 to 208 this year reason for higher completion numbers. Accuracy on intermediate and deep throws dropped sharply. Pocket poise has been compromised. Hyper­ aware of pressure around him and lacks awareness to slide and find temporary shelter to make throw. Concern over pressure too often trumps ability to get through progressions. Must speed up the pace of his reads. Footwork is a mess. Slight stride onto stiff upper leg with little weight shift. Restricted follow through and too often tries to muscle throws with upper body. Throws to target rather than leading or throwing them open on short/intermediate throws. Too respectful of underneath coverage and must be more willing to challenge the defense. Needs to improve anticipation.",High End Starter
2016,Cardale Jones,"Jones is like a complicated meal that may or may not have all the ingredients present and will likely take a long time to prepare. Will the pay­off be worth the investment of time? Jones has very little starting experience and struggled to adjust once defensive coordinators had time to prepare for him this season. The right quarterback coach and passing scheme could promote rapid improvement and high-end production with his ability to strike downfield, but his issues with consistency and accuracy make the ""bust"" label a very real concern.","Great size to see over offensive line and bulk to withstand NFL hits. Pocket passer with as much arm as you need. Generates very good velocity without having to get feet set. Can rip it into tight quarters, challenge field-­side cornerbacks and attack safeties over the top. Almost 11 percent of his pass attempts were 20-plus yard completions. Completed 59 percent of intermediate throws and 41 percent of deep throws. Touch and ball placement on long ball is pro caliber. Can drop feathery, touch throws on fade routes. Has size, athleticism and toughness to call his own number in run game and is a chain mover as a scrambler. Interceptions generally due to overthrows and poor timing over bad decision­-making. Though not yet a strength, did show ability to get through progressions and find third option.",Handed starting job and never owned it. Disappointing accuracy issues with difficulty hitting simple slants. Uncorked interceptions where unrushed pocket throws sailed way over the top of targets. Eyeballs receivers and brings heat from instinctive linebackers and defensive backs. Had issues reading and reacting to zone coverage underneath. Doesn't hold safeties with his eyes. Failed to execute timing throws out in rhythm. Will pump and re­set too often forcing out routes against the sideline. Tends to overthrow near goal line and leave touchdown passes on the field. Saw completion numbers drop almost 30 percent when forced to throw on the move. Below average pocket feel and blitz awareness. Was unable to move from checkers to chess against defensive coordinators.,Backup
2016,Kevin Hogan,"Hogan has the size, mobility and quarterback's demeanor that could interest a team on the third day of the draft. He doesn’t have the arm that many teams look for and his intermediate and deep accuracy still need work. Hogan will need time and coaching to try and improve his mechanics and footwork if he wants to have a shot to be an NFL backup.","Consistent winner and tough. Scouts say his teammates and coaches see through deficiencies and trust the competitiveness above all else. Has NFL size. Benefited from playing in a pro­-style attack. Has adequate mobility and is unafraid to pull the ball down and get tough yards to extend drives. Extremely bright person. Doesn't always look pretty, but finds ways to make winning plays in adverse situations. Doesn't get cute and feeds his top talent. Tasked to manage the offense and did just that. Smart and self­-aware. Understands his strengths and weaknesses and doesn’t take very many low percentage chances. Was the most accurate short-yardage passer in Pac-12 at 76.7 percent.","Mechanics and footwork are a mess. Throws with a very wide base, a pitcher's stride and a protracted delivery. Ball rarely comes out of his hands cleanly. Plays flat­-footed in the pocket with little bounce as he scans field and does a poor job of re­setting and coming to balance before delivery. Below-average arm strength and struggles to consistently make accurate, catchable throws to the field side. Average at reading defenses, preventing him from getting ball out on time. Needs much more poise and pocket awareness. Had issues climbing and sliding to clean areas of the pocket when they were there. Drops eyes and immediately panics when pressure is mounting in his face. Took sacks he had no business taking. Lacking desired touch and accuracy on his deep throws.",Backup
2016,Nate Sudfeld,"Veteran quarterback with the desired frame for the position and coming off of his best year yet. Sudfeld tends to push the ball rather than deliver with a clean weight­ shift and follow through, creating inconsistencies with accuracy and velocity. There is some solid tape on Sudfeld that could give NFL teams hope, but issues with making the right reads will work against him.","Steps onto the field with terrific NFL size. Three-year starter who lead Big Ten in yards per pass play at 8.2 yards. Comfortable operating in timing based systems and shows ability to throw with desired anticipation. Ball usually comes out on time. Able to expedite throws when pressure finds him early. Feels pressure and gets rid of the ball over taking the sack. Makes catchable, accurate throws from the pocket. Shows off NFL arm when he steps and drives to target. Does not fear the field side throws and has arm and accuracy to make them. Puts plenty of air under touch throws allowing receivers a chance to make a play. Showed off consistent touch on deep corners. Competitive as a runner and lays out for first downs over sliding early.","Sets up with a very wide throwing base and slight dip in his delivery. Rarely gets full hip rotation through delivery forcing him to push throws. Touch in close quarters is below average. Field vision is only average. Inconsistent with reads against zone coverage. Makes up his mind and opts for tougher throws over open throws. Struggled in this way against Iowa. At times, rushes throws over sliding in pocket waiting for routes to develop. Saw substantial dip in completion percentage when rushed by five-plus defenders. Underthrows were culprit with deep ball accuracy. Not much of a threat with his legs.",Backup
2016,Brandon Allen,"Allen was an afterthought headed into this season but garnered draft attention with high­-end production and a substantial spike in his play. On one hand, he is smaller than teams usually like and operated out of a play-­action offense that didn’t ask him to get through many progressions. On the other hand, Allen has a quick release, an NFL arm, solid accuracy and good mobility. Allen needs to find the right home and eliminate his tendency to stare down targets, but he has enough talent to become an NFL backup.","Showed substantial growth as field leader and play­maker. Comfortable under center and is effective on bootlegs and rollouts. Completion percentage jumped from 56 percent in 2014 to 66 percent this year. Outstanding 64 percent rate on intermediate throws. Good catch­-and­-run ball placement on crossing routes. Sneaky arm talent. Able to pump fake, re­set and throw with accuracy. Swift setup in the pocket with a prompt release. Gets ball out in rhythm in rollouts. Rotates hips through throws for quality velocity. Arm to make NFL throws and has drive velocity and accuracy to challenge tight windows in middle of the field. Able to extend plays outside the pocket and find a throw or scramble for first downs. Doubled completions of 20-plus yards from 24 (2014) to 48 this year.","Smallish frame takes hard hits when he runs. Benefited from play-­action based passing attack. Just over 40 percent of his dropbacks were out of play­-action. Rarely looks to take deep shots down the sideline against man coverage. Not asked to get through very many progressions and brings safeties to his throws by staring down his targets. Could make life easier by moving safeties around with his eyes. When pocket heats up, he will drop eyes and look to bolt.",Backup
2016,Jeff Driskel,"Driskel still has the size, arm strength and athleticism that made him the top-­rated quarterback coming out of high school, but he hasn’t experienced enough growth at the position due to his rocky path to the draft. A positive 2015 helped Driskell regain some confidence, but he’s not where he needs to be yet. With his upside and traits, Driskel is worthy of a day three selection and could yield dividends with patience and coaching.","Prototypical build and athleticism. Quick­-footed signal-caller with rapid setup in the pocket. Has active, bouncy feet while turning and scanning from target to target. Possesses arm strength and pace on his throws to challenge play­making cornerbacks in man and instinctive linebackers in zone. Can get ball out quickly with the flick off his wrist. Fundamentally sound with good footwork to balance himself before driving the ball with good weight transfer and hip rotation. Dangerous runner outside the pocket and can escape with suddenness. Good open-­field speed and ability to operate in zone-­read packages. Willing to throw the ball away and move to next play rather than take unnecessary sacks. Accurate and confident in short passing game.","Struggles to lead receivers with throws, forcing them to break stride or adjust to throws behind them limiting their yards after catch. Short arms passes when throwing on the move causing issues with under-thrown balls. Accuracy drops substantially on throws down the field, with overthrows robbing him of big plays despite receivers having a step on cornerbacks over the top. Anxious when pocket gets turbulent and will occasionally feel pressure that isn’t there.",Backup
2016,Brandon Doughty,"There are several games where Doughty plays with confidence, great accuracy and a winning understanding of his offense. However, when the heat is on he shows a lack of poise that can affect his footwork and touch. Doughty is missing an NFL arm or plus athleticism, but his production and ability to get through his progressions will get him a shot to prove the ""system quarterback"" label wrong.","When he feels protected, can play a confident and intelligent brand of football. Strong understanding of the system and his options against every coverage. Reads safeties well and is willing to attack the deep middle. Comes in with a pre­-snap plan. Throws catchable ball with good touch. Able to play pitch and catch when he's in rhythm. Can drop a deep ball in the bucket with good air under it. Works through progressions and isn't a ""Checkdown Charlie."" Hits receivers in stride on vertical throws.",Lacking NFL-­caliber arm strength. Doesn't have enough zip to challenge cornerbacks on field side throws. Will have to learn to live off of timing throws to compensate for lack of velocity. Can be rattled in the pocket and will throw without feet being set rather than sliding around in the pocket. LSU game got too big for him. Appeared to lose confidence and began rushing throws and footwork fell apart. Doesn't have athleticism to escape the rush or make plays with his legs.,Backup
